,ID.org,clean name,match_0,match_1,match_2,match_3,match_4,match_5,match_6,match_7,match_8,match_9
8270,RR7177,GAYLE ACADEMY FOR CHILDREN,"{'address': '758 E 89th St; Brooklyn, NY 11236', 'score': 0.6, 'name': 'GAYLES CHILDREN PLACE'}","{'address': '2505 Pitkin Ave; Brooklyn, NY 11208', 'score': 0.47, 'name': ' CHARLES HAMILTON EARLY CHILD HOOD'}","{'address': '3504 Church Ave; Brooklyn, NY 11203', 'score': 0.43, 'name': 'P B CHILDRENS ACADEMY'}",{},{},{},{},{},{},{}
8271,DI4161,CROWN HEIGHTS,"{'address': '121 New York Ave; Brooklyn, NY 11216', 'score': 0.76, 'name': 'CROWN HEIGHTS SERVICE'}","{'address': '671 Prospect Pl; Brooklyn, NY 11216', 'score': 0.76, 'name': 'FRIENDS CROWN HEIGHTS'}","{'address': '249 Schenectady Ave; Brooklyn, NY 11213', 'score': 0.67, 'name': 'CROWN HEIGHTS BEAUTY SALON'}","{'address': '126 Albany Ave; Brooklyn, NY 11213', 'score': 0.65, 'name': 'CROWN HEIGHTS RESIDENCE FOR'}","{'address': '256 Kingston Ave; Brooklyn, NY 11213', 'score': 0.65, 'name': 'CROWN HEIGHTS MEDIATION CTR'}","{'address': '117 Rogers Ave; Brooklyn, NY 11216', 'score': 0.59, 'name': 'CROWNS HEIGHTS DELI AMP GROCERY'}","{'address': '790 E New York Ave; Brooklyn, NY 11203', 'score': 0.52, 'name': 'ACHIEVEMENT FIRST CROWN HEIGHTS CHART'}",{},{},{}
8272,A132,AMERICAN DOCUMENTARY,"{'address': '20 Jay St; Brooklyn, NY 11201', 'score': 0.98, 'name': 'AMERICAN DOCUMENTARY '}","{'address': '32 Broadway; New York, NY 10004', 'score': 0.91, 'name': 'POV AMERICAN DOCUMENTARY'}","{'address': '176 Grand St; New York, NY 10013', 'score': 0.7, 'name': 'AMERICAN MONTAGE '}","{'address': '630 9th Ave #STE 411; New York, NY 10036', 'score': 0.62, 'name': 'AMERICAN VIDEO CHANNEL'}",{},{},{},{},{},{}
8273,RR6952,119 EAST 102ND ST HDFC,"{'address': '721 E 6th St; New York, NY 10009', 'score': 0.75, 'name': '721 EAST 6 ST HDFC'}","{'address': '157 2nd Ave; New York, NY 10003', 'score': 0.75, 'name': '157 EAST 2ND ST HDFC ALARM'}","{'address': '285 E 138th St; Bronx, NY 10454', 'score': 0.74, 'name': 'EAST 138 ST HDFC'}","{'address': '14 E 96th St; Brooklyn, NY 11212', 'score': 0.71, 'name': '14 EAST 96TH ST HDFC'}","{'address': '56 W 119th St; New York, NY 10026', 'score': 0.55, 'name': '5660 W 119 ST HDFC'}","{'address': '180 E 104th St; New York, NY 10029', 'score': 0.37, 'name': 'ONE HUNDRED EIGHTY EAST ONE HUNDRED F'}",{},{},{},{}
8274,DI1780,ENCORE LUNCHEON CLUB,{},{},{},{},{},{},{},{},{},{}
8275,DI3122,BROWNSVILLE HOUSES TENANT ASSOCIATION,"{'address': '162 Troy Ave; Brooklyn, NY 11213', 'score': 0.79, 'name': 'ALBANY HOUSE TENANT ASSOCIATION'}","{'address': '2460 Adam Clayton Powell Jr Blvd; New York, NY 10030', 'score': 0.68, 'name': 'SAINT JAMES COURT TENANTS ASSOCIATION'}","{'address': '101 W 141st St; New York, NY 10030', 'score': 0.65, 'name': '141ST TENANTS ASSOCIATION'}","{'address': '319 Rockaway Ave; Brooklyn, NY 11233', 'score': 0.64, 'name': 'OCEAN HILL BROWNSVILLE TENANTS ASSN'}","{'address': '2488 Adam Clayton Powell Jr Blvd; New York, NY 10030', 'score': 0.49, 'name': '2488 7TH AVENUE TENANTS ASSN'}","{'address': '616 E 9th St; New York, NY 10009', 'score': 0.43, 'name': '614 620 EAST NINTH STREET TENANTS ASS'}",{},{},{},{}
8276,DI2944,CASTLE HILL HOUSES TENANT ASSOCIATION,"{'address': '162 Troy Ave; Brooklyn, NY 11213', 'score': 0.79, 'name': 'ALBANY HOUSE TENANT ASSOCIATION'}","{'address': '670 Castle Hill Ave; Bronx, NY 10473', 'score': 0.73, 'name': 'CASTLE HILL HOUSE AMP BEAUTY SALON'}","{'address': '2460 Adam Clayton Powell Jr Blvd; New York, NY 10030', 'score': 0.68, 'name': 'SAINT JAMES COURT TENANTS ASSOCIATION'}","{'address': '101 W 141st St; New York, NY 10030', 'score': 0.68, 'name': '141ST TENANTS ASSOCIATION'}","{'address': '319 Rockaway Ave; Brooklyn, NY 11233', 'score': 0.64, 'name': 'OCEAN HILL BROWNSVILLE TENANTS ASSN'}","{'address': '2488 Adam Clayton Powell Jr Blvd; New York, NY 10030', 'score': 0.52, 'name': '2488 7TH AVENUE TENANTS ASSN'}",{},{},{},{}
8277,RR2674,FORT HAMILTON CITIZENS ACTION COMMITTEE,"{'address': '151 E 97th St; New York, NY 10029', 'score': 0.65, 'name': 'CITIZENS CARE COMMITTEE'}","{'address': '1588 Schenectady Ave; Brooklyn, NY 11234', 'score': 0.56, 'name': 'FORT GREENE SENIOR ACTION CTR'}","{'address': '146 Saint Nicholas Ave; New York, NY 10026', 'score': 0.53, 'name': 'CITIZENS CARE COMMITTEE SENIOR CITIZ'}","{'address': '420 W 145th St; New York, NY 10031', 'score': 0.52, 'name': 'HAMILTON GRANGE SENIOR CITIZEN'}","{'address': '9818 Ft Hamilton Pkwy; Brooklyn, NY 11209', 'score': 0.4, 'name': 'ST JOHNS AMP FORT HAMILTON'}",{},{},{},{},{}
8278,DI4630,GOLDEN RING SENIOR CENTER ELECTCHESTER,"{'address': '135 W 106th St; New York, NY 10025', 'score': 0.48, 'name': 'MANHATTAN VALLEY GOLDEN AGE SENIOR CE'}",{},{},{},{},{},{},{},{},{}
8279,DI3175,BIG SKIP ALLSTARS,{},{},{},{},{},{},{},{},{},{}
8280,DI4576,CASA PROMESA,"{'address': '158 E 122nd St; New York, NY 10035', 'score': 0.52, 'name': 'WESTON CASA RENACER'}","{'address': '2368 Westchester Ave; Bronx, NY 10462', 'score': 0.48, 'name': 'CASA DE DIOS Y PUERTA'}","{'address': '15020 Barclay Ave; Flushing, NY 11355', 'score': 0.42, 'name': 'LA PROMESA PRESBYTERIAN MISSION'}",{},{},{},{},{},{},{}
8281,N357,FILIPINO AMERICAN HUMAN SERVICES,"{'address': '120 Wall St; New York, NY 10005', 'score': 1.0, 'name': 'FILIPINO AMERICAN HUMAN SERVICES'}","{'address': '18514 Hillside Ave; Jamaica, NY 11432', 'score': 0.92, 'name': 'FILIPINO AMERICAN HUMAN SVC'}","{'address': '45 W 36th St; New York, NY 10018', 'score': 0.61, 'name': 'AMERICAN JEWISH WORLD SERVICES'}","{'address': '15 Rutherford Pl; New York, NY 10003', 'score': 0.55, 'name': 'AMERICAN FRIENDS SERVICE COMMITTEE'}","{'address': '99 Ave P; Brooklyn, NY 11204', 'score': 0.48, 'name': 'FEDERATION OF ITALIAN AMERICAN'}",{},{},{},{},{}
8282,DI5192,NORTHERN BROOKLYN DEVELOPMENT,"{'address': '80 Dupont St; Brooklyn, NY 11222', 'score': 0.87, 'name': 'NORTH BROOKLYN DEVELOPMENT CORP'}","{'address': '148 Huron St #STE MGMT; Brooklyn, NY 11222', 'score': 0.87, 'name': 'NORTH BROOKLYN DEVELOPMENT CORP'}","{'address': '765 Dekalb Ave; Brooklyn, NY 11216', 'score': 0.74, 'name': 'BROOKLYN BOYS DEVELOPMENT'}","{'address': '2280 Burnett St; Brooklyn, NY 11229', 'score': 0.66, 'name': 'BROOKLYN MARINE PARK DEVELOPMENT'}","{'address': '189 Montague St #302; Brooklyn, NY 11201', 'score': 0.64, 'name': 'NORRN BROOKLYN CHIROPRACTIC'}",{},{},{},{},{}
8283,DI288,NEW LIFE TABERNACLE,"{'address': '550 Hendrix St; Brooklyn, NY 11207', 'score': 1.0, 'name': 'NEW LIFE TABERNACLE'}","{'address': '4905 Ave D; Brooklyn, NY 11203', 'score': 1.0, 'name': 'NEW LIFE TABERNACLE'}","{'address': '1069 Hartman Ln; Far Rockaway, NY 11691', 'score': 0.97, 'name': 'NEW LIFE TABERNACLE '}","{'address': '4579 White Plains Rd; Bronx, NY 10470', 'score': 0.84, 'name': 'NEW LIFE TABERNACLE CHURCH'}","{'address': '110 Junius St; Brooklyn, NY 11212', 'score': 0.76, 'name': 'NEW LIFE CADRAL'}",{},{},{},{},{}
8284,RR9199,HOREB FRENCH SEVENTH DAY ADVENTIST CHURCH,"{'address': '520 Kingston Ave; Brooklyn, NY 11225', 'score': 0.78, 'name': 'HOREB SEVENTHDAY ADVENTIST'}",{},{},{},{},{},{},{},{},{}
8285,RR8716,SOUNDVIEW HEALTH CENTER EDGAR RIVERA HOUSING FUND,{},{},{},{},{},{},{},{},{},{}
8286,DI2722,HUNGERFORD HIGH SCHOOL,"{'address': '155 Tompkins Ave; Staten Island, NY 10304', 'score': 0.69, 'name': 'RICHARD H HUNGERFORD SCHOOL'}",{},{},{},{},{},{},{},{},{}
8287,RR8624,RFCUNY ON BEHALF OF CUNY CREATIVE ARTS TEAM,"{'address': '250 Bedford Park Blvd W; Bronx, NY 10468', 'score': 0.42, 'name': 'CUNY LEHMAN COLLEGE'}",{},{},{},{},{},{},{},{},{}
8288,Y278.14,YMCA OF GREATER NY STAT EN ISLAND,{},{},{},{},{},{},{},{},{},{}
8289,DI124,LATINO INITIATIVE FOR BETTER RESOURCES AND EMPOWERMENT LIBRE,{},{},{},{},{},{},{},{},{},{}
8290,DI931,STRATFORD ARMS MEAL PROGRAM,{},{},{},{},{},{},{},{},{},{}
8291,A2906,ST JOHNS BREAD AND LIFE,"{'address': '795 Lexington Ave; Brooklyn, NY 11221', 'score': 0.86, 'name': 'SAINT JOHNS BREAD AMP LIFE'}",{},{},{},{},{},{},{},{},{}
8292,A17,17TH PRECINCT COMMUNITY COUNCIL,{},{},{},{},{},{},{},{},{},{}
8293,DI4371,BRIGHTON COMMUNITY LDC,"{'address': '1632 Richmond Ter; Staten Island, NY 10310', 'score': 0.9, 'name': 'WEST BRIGHTON COMMUNITY LDC'}","{'address': '1083 Castleton Ave; Staten Island, NY 10310', 'score': 0.82, 'name': 'WEST BRIGHTON COMMUNITY CTR'}","{'address': '280 Broadway; Staten Island, NY 10310', 'score': 0.82, 'name': 'BRIGHTON COMMUNITY PHARMACY'}","{'address': '420 Targee St; Staten Island, NY 10304', 'score': 0.76, 'name': 'NEW BRIGHTON COMMUNITY SDA CHURCH'}","{'address': '1002 Brighton Beach Ave; Brooklyn, NY 11235', 'score': 0.53, 'name': 'BRIGHTON NEIGHBORHOOD ASSOC'}",{},{},{},{},{}
8294,A178,DEPARTMENT OF EDUCATION ARCHDIOCESE OF NY HEAD START,{},{},{},{},{},{},{},{},{},{}
8295,Y211,QUEENS CHILD GUIDANCE YOUTHFAMILIES,"{'address': '15840 76th Rd; Fresh Meadows, NY 11366', 'score': 0.77, 'name': 'QUEENS CHILD GUIDANCE CTR'}","{'address': '13325 Guy R Brewer Blvd; Jamaica, NY 11434', 'score': 0.77, 'name': 'QUEENS CHILD GUIDANCE CTR'}","{'address': '8528 Britton Ave; Elmhurst, NY 11373', 'score': 0.76, 'name': 'QUEENS CHILD GUIDANCE CENTER'}","{'address': '11225 Queens Blvd #3; Forest Hills, NY 11375', 'score': 0.57, 'name': 'QUEENS CHILD ADVOCASY CTR'}",{},{},{},{},{},{}
8296,A1049,FEATHERBED LANE IMPROVEMENT ASSOCIATION,"{'address': '6614 11th Ave; Brooklyn, NY 11219', 'score': 0.74, 'name': 'NEIGHBORHOOD IMPROVEMENT ASSOCIATION '}","{'address': '9225 Union Hall St; Jamaica, NY 11433', 'score': 0.55, 'name': 'JAMAICA CENTER BUSINESS IMPROVEMENT A'}","{'address': '903 Madison Ave; New York, NY 10021', 'score': 0.5, 'name': 'MADISON AVENUE BUSINESS IMPROVEMENT D'}",{},{},{},{},{},{},{}
8297,RR7705,BOYS AND GIRLS CLUB OF HARLEM,{},{},{},{},{},{},{},{},{},{}
8298,E105,SOUTHWEST BROOKLYN INDUSTRIAL DEVELOPMENT,"{'address': '269 37th St; Brooklyn, NY 11232', 'score': 0.95, 'name': 'SOUTHWEST BROOKLYN INDUSTRIAL DEVELOP'}",{},{},{},{},{},{},{},{},{}
8299,DI2652,JACKSON SQUARE ALLIANCE,"{'address': '302 W 12th St; New York, NY 10014', 'score': 0.81, 'name': 'ABINGDON SQUARE ALLIANCE'}","{'address': '1560 Broadway; New York, NY 10036', 'score': 0.57, 'name': 'TIMES SQUARE ALLIANCE IMPROVEMENT DIS'}","{'address': '111 W 67th St; New York, NY 10023', 'score': 0.55, 'name': 'LOLN SQUARE CONDO'}","{'address': '174 Ave A; New York, NY 10009', 'score': 0.33, 'name': 'ALLIANCE APARTMENTSELDERLY'}",{},{},{},{},{},{}
8300,RR7914,CREATIVE ARTS WORKSHOPS FOR KIDS,"{'address': '520 8th Ave #201A; New York, NY 10018', 'score': 0.97, 'name': 'CREATIVE ARTS WORKSHOP FOR KDS'}","{'address': '198-20 Linden Blvd; St. Albans, NY 11412', 'score': 0.51, 'name': 'INNOVATIONS IN CREATIVE ARTS AMP MARTIA'}","{'address': '85 Livingston St; Brooklyn, NY 11201', 'score': 0.46, 'name': 'STAGECOACH ATRE ARTS BROOKLYN'}","{'address': '108-21 72nd Ave; Forest Hills, NY 11375', 'score': 0.33, 'name': 'ALL STAR STUDIOS'}",{},{},{},{},{},{}
8301,RR2969,NY BOARD OF,"{'address': '610 E 12th St; New York, NY 10009', 'score': 0.58, 'name': 'N Y CITY BOARD OF EDUCATION'}","{'address': '225 Cleveland Ave; Staten Island, NY 10308', 'score': 0.58, 'name': 'N Y CITY BOARD OF EDUCATION'}","{'address': '255 Ionia Ave; Staten Island, NY 10312', 'score': 0.58, 'name': 'N Y CITY BOARD OF EDUCATION'}","{'address': '455 Huguenot Ave; Staten Island, NY 10312', 'score': 0.58, 'name': 'N Y CITY BOARD OF EDUCATION'}","{'address': '2474 Crotona Ave; Bronx, NY 10458', 'score': 0.58, 'name': 'N Y CITY BOARD OF EDUCATION'}","{'address': '45 Main St #STE 712; Brooklyn, NY 11201', 'score': 0.38, 'name': 'HEAD START SPONSORING BOARD COUNCIL O'}",{},{},{},{}
8302,DI4110,INTRA SCHOLASTIC OLYMPICS,{},{},{},{},{},{},{},{},{},{}
8303,RR8588,QUEBRADILLAS BASEBALL ORGANIZATION,"{'address': '1378 Jefferson Ave; Brooklyn, NY 11237', 'score': 1.0, 'name': 'QUEBRADILLAS BASEBALL ORGANIZATION'}",{},{},{},{},{},{},{},{},{}
8304,DI3410,MORRIS MORRISANIA TA,{},{},{},{},{},{},{},{},{},{}
8305,A429,BROOKLYN CENTER FOR,"{'address': '1455 Coney Island Ave; Brooklyn, NY 11230', 'score': 0.88, 'name': 'BROOKLYN CENTER'}","{'address': '312 Waverly Ave; Brooklyn, NY 11205', 'score': 0.78, 'name': 'BROOKLYN TRUTH CENTER '}","{'address': '1635 Bath Ave; Brooklyn, NY 11214', 'score': 0.7, 'name': 'BROOKLYN GYMNASTICS CENTER '}","{'address': '99 Hudson St; New York, NY 10013', 'score': 0.62, 'name': 'BROOKLYN COLLEGE GRADUATE CTR'}","{'address': '506 6th St; Brooklyn, NY 11215', 'score': 0.56, 'name': 'BROOKLYN SPINE AMP ARTHRITIS CENTER'}","{'address': '297 Myrtle Ave; Brooklyn, NY 11205', 'score': 0.53, 'name': 'BROOKLYN PLAZA MEDICAL CTR'}","{'address': '6201 16th Ave; Brooklyn, NY 11204', 'score': 0.48, 'name': 'GUIDANCE CENTER OF BROOKLYN'}",{},{},{}
8306,DI4569,JHS 131 ALBERT EINSTEIN,{},{},{},{},{},{},{},{},{},{}
8307,DI3912,CITY COUNCIL COMPUTERS,"{'address': '1041 Castle Hill Ave; Bronx, NY 10472', 'score': 0.6, 'name': 'BRONX CITY COUNCIL'}","{'address': '2401 Neptune Ave; Brooklyn, NY 11224', 'score': 0.56, 'name': 'NEW YORK CITY COUNCIL'}","{'address': '50 Broadway Frnt B; New York, NY 10004', 'score': 0.52, 'name': 'DOCTORS COUNCIL OF  CITY OF NEW YORK'}","{'address': '11513 Jamaica Ave; Richmond Hill, NY 11418', 'score': 0.49, 'name': 'LYNN NUNES FOR CITY COUNCIL'}","{'address': '456 5th Ave; Brooklyn, NY 11215', 'score': 0.48, 'name': 'BRAD LANDER FOR CITY COUNCIL'}","{'address': '31 W 15th St; New York, NY 10011', 'score': 0.46, 'name': 'N Y CITY CENTRAL LABOR COUNCIL'}","{'address': '45 Main St #STE 712; Brooklyn, NY 11201', 'score': 0.37, 'name': 'HEAD START SPONSORING BOARD COUNCIL O'}",{},{},{}
8308,DI4989,MONTEFIORE SCHOOL HEALTH PROG BRONX PSMS 95 IS 216 AND 217,"{'address': '979 Rogers Pl; Bronx, NY 10459', 'score': 0.6, 'name': 'MONTEFIORE SCHOOL HEALTH CLNC'}","{'address': '758 Courtlandt Ave; Bronx, NY 10451', 'score': 0.45, 'name': 'MELROSE SCHOOL PSMS 29'}",{},{},{},{},{},{},{},{}
8309,DI3279,BOSTON SECOR SENIOR CENTER,"{'address': '3540 Bivona St; Bronx, NY 10475', 'score': 0.91, 'name': 'RAIN BOSTON SECOR SENIOR CENTER'}",{},{},{},{},{},{},{},{},{}
8310,DI4415,ESSENCE SCHOOL,"{'address': '108 E 89th St; New York, NY 10128', 'score': 0.59, 'name': 'DALTON SCHOOL'}","{'address': '7540 Parsons Blvd; Fresh Meadows, NY 11366', 'score': 0.52, 'name': 'ROBERT F KENNEDY HIGH SCHOOL'}","{'address': '20 E 92nd St; New York, NY 10128', 'score': 0.45, 'name': 'NIGHTINGALE BAMFORD SCHOOL'}","{'address': '6002 Maspeth Ave; Maspeth, NY 11378', 'score': 0.44, 'name': 'MARTIN LUR HIGH SCHOOL'}","{'address': '5 W 93rd St; New York, NY 10025', 'score': 0.34, 'name': 'COLUMBIA GRAMMAR AND PREPARATORY SCHOOL'}","{'address': '1 E 91st St; New York, NY 10128', 'score': 0.32, 'name': 'CONVENT OF  SACRED HEART'}",{},{},{},{}
8311,RR8258,LAKESIDE MANOR HOME FOR ADULTS,"{'address': '797 Brighton Ave; Staten Island, NY 10301', 'score': 1.0, 'name': 'LAKESIDE MANOR HOME FOR ADULTS'}","{'address': '221 Frst Grn; Staten Island, NY 10312', 'score': 0.87, 'name': 'LAKESIDE MANOR HOME FOR'}",{},{},{},{},{},{},{},{}
8312,RR2789,NY DEAF THEATER,"{'address': '138 S Oxford St #STE 2D; Brooklyn, NY 11217', 'score': 0.67, 'name': 'NEW YORK DEAF ATRE'}","{'address': '213 W 42nd St; New York, NY 10036', 'score': 0.32, 'name': 'ATRE MANAGEMENT GROUPNY'}",{},{},{},{},{},{},{},{}
8313,A1727,LUTHERAN FAMILY HEALTH CENTERS,"{'address': '150 55th St; Brooklyn, NY 11220', 'score': 0.95, 'name': 'LURAN FAMILY HEALTH CENTERS'}","{'address': '9000 Shore Rd #STE 2; Brooklyn, NY 11209', 'score': 0.89, 'name': 'NYU LURAN FAMILY HEALTH CENTERS'}","{'address': '514 49th St; Brooklyn, NY 11220', 'score': 0.84, 'name': 'NYU LURAN FAMILY HEALTH CENTERS SU'}","{'address': '230 60th St; Brooklyn, NY 11220', 'score': 0.62, 'name': 'FAMILY HEALTH CENTER NETWORK OF LU'}","{'address': '343 Warren St; Brooklyn, NY 11201', 'score': 0.62, 'name': 'FAMILY HEALTH CENTER NETWORK OF LU'}","{'address': '5800 3rd Ave; Brooklyn, NY 11220', 'score': 0.59, 'name': 'LURAN MEDICAL CENTERHEALTH PLUS'}",{},{},{},{}
8314,RR4453,EAST HARLEM VILLAGE ACADEMY CHARTER SCHOOL,"{'address': '301 W 140th St; New York, NY 10030', 'score': 0.77, 'name': 'HARLEM SUCCESS ACADEMY CHARTER SCHOOL 2'}",{},{},{},{},{},{},{},{},{}
8315,RR8593,QUEENS WEST KIWANIS FOUNDATION,"{'address': '6815 Borden Ave; Maspeth, NY 11378', 'score': 0.73, 'name': 'KIWANIS QUEENS WEST FOUNDATION'}",{},{},{},{},{},{},{},{},{}
8316,RR7358,NYU SCHOOL OF MEDICINE,"{'address': '400 E 34th St; New York, NY 10016', 'score': 1.0, 'name': 'NYU SCHOOL OF MEDICINE'}","{'address': '145 E 32nd St #14; New York, NY 10016', 'score': 1.0, 'name': 'NYU SCHOOL OF MEDICINE'}","{'address': '350 1st Ave; New York, NY 10010', 'score': 1.0, 'name': 'NYU SCHOOL OF MEDICINE'}","{'address': '345 E 37th St; New York, NY 10016', 'score': 1.0, 'name': 'NYU SCHOOL OF MEDICINE'}","{'address': '522 1st Ave; New York, NY 10016', 'score': 0.96, 'name': 'N Y U SCHOOL OF MEDICINE'}","{'address': '340 E 29th St; New York, NY 10016', 'score': 0.86, 'name': 'NYU SCHOOL OF MEDICINE HEALTH'}","{'address': '462 1st Ave; New York, NY 10016', 'score': 0.43, 'name': 'ADDRIZZO DOREEN H MD  NYU SCHOOL O'}",{},{},{}
8317,RR7679,BENSONHURST RAMS YOUTH ORGANIZATION,"{'address': '10948 128th St; South Ozone Park, NY 11420', 'score': 0.74, 'name': 'LP FAMS YOUTH ORGANIZATION '}","{'address': '603 Halsey St; Brooklyn, NY 11233', 'score': 0.73, 'name': 'QUEST YOUTH ORGANIZATION '}","{'address': '5908 20th Ave; Brooklyn, NY 11204', 'score': 0.63, 'name': 'PARKVILLE YOUTH ORGANIZATION'}","{'address': '50 Vandalia Ave; Brooklyn, NY 11239', 'score': 0.49, 'name': ' PRIDE LION YOUTH FOOTBALL ORGANIZ'}",{},{},{},{},{},{}
8318,A2587,REGINA OPERA,"{'address': '1251 Tabor Ct; Brooklyn, NY 11219', 'score': 0.89, 'name': 'REGINA OPERA CO'}","{'address': '599 E 7 St #APT 1-A; Brooklyn, NY 11218', 'score': 0.75, 'name': 'REGINA OPERA COMPANY'}",{},{},{},{},{},{},{},{}
8319,RR8313,MARCH OF DIMES NY DIVISION,"{'address': '515 Madison Ave #20; New York, NY 10022', 'score': 0.7, 'name': 'MARCH OF DIMES'}","{'address': '128 Willow St; Brooklyn, NY 11201', 'score': 0.7, 'name': 'MARCH OF DIMES'}","{'address': '110 Mcclean Ave; Staten Island, NY 10305', 'score': 0.7, 'name': 'MARCH OF DIMES'}",{},{},{},{},{},{},{}
8320,Y28,AUDUBON PARTNERSHIP FOR,"{'address': '513 W 207th St; New York, NY 10034', 'score': 0.9, 'name': 'AUDUBON PARTNERSHIP'}","{'address': '5000 Broadway; New York, NY 10034', 'score': 0.77, 'name': 'AUDUBON PARTNERSHIP FOR ECONOMIC DEVE'}","{'address': '700 Broadway; New York, NY 10003', 'score': 0.43, 'name': 'NATIONAL AUDUBON SOCIETY'}",{},{},{},{},{},{},{}
8321,RR8989,ACTS COMMUNITY DEVELOPMENT,"{'address': '3715 Ave L; Brooklyn, NY 11210', 'score': 0.81, 'name': 'ACTS COMMUNITY DEVELOPMENT CORPORATION'}",{},{},{},{},{},{},{},{},{}
8322,DI4204,FONTBONNE HALL ACADEMY,"{'address': '9901 Shore Rd; Brooklyn, NY 11209', 'score': 0.86, 'name': 'FONTBONNE HALL ACADEMY SCHOOL'}",{},{},{},{},{},{},{},{},{}
8323,RR7504,UNITED PUERTO RICAN ORGANIZATION OF SU,"{'address': '1471 Teller Ave; Bronx, NY 10457', 'score': 0.74, 'name': 'FEDERATION OF PUERTO RICAN ORGANIZATIONS'}","{'address': '109 Decatur St; Brooklyn, NY 11216', 'score': 0.74, 'name': 'FEDERATION OF PUERTO RICAN ORGANIZATIONS'}","{'address': '1079 E 34th St; Brooklyn, NY 11210', 'score': 0.74, 'name': 'FEDERATION OF PUERTO RICAN ORGANIZATIONS'}","{'address': '2111 Virgil Pl; Bronx, NY 10473', 'score': 0.73, 'name': 'FEDERATION OF PUERTO RICAN ORGANIZATION'}","{'address': '2036 Ryer Ave; Bronx, NY 10457', 'score': 0.73, 'name': 'FEDERATION OF PUERTO RICAN ORGANIZATION'}","{'address': '550 W 148th St; New York, NY 10031', 'score': 0.69, 'name': 'FEDERATION OF PUERTO RICAN ORGANIZATI'}","{'address': '257 E 45th St; Brooklyn, NY 11203', 'score': 0.69, 'name': 'FEDERATION OF PUERTO RICAN ORGANIZATI'}",{},{},{}
8324,A1052,FEDERACION DE PUEBLOS DE PUERTO RICO,{},{},{},{},{},{},{},{},{},{}
8325,RR9315,NY ANTICRIME AGENCY AKA COMMUNITY ANTICRIME GRAFFITI PROGRAM,"{'address': '2366 Westchester Ave; Bronx, NY 10462', 'score': 0.46, 'name': 'RAIN TRANSITIONAL EMPLOYMENT PROGRAM'}",{},{},{},{},{},{},{},{},{}
8326,DI1045,JASA,"{'address': '3161 Brighton 6th St #STE MGMT; Brooklyn, NY 11235', 'score': 1.0, 'name': 'JASA'}","{'address': '155 Beach 19th St; Far Rockaway, NY 11691', 'score': 0.5, 'name': 'JASA HOUSING'}",{},{},{},{},{},{},{},{}
8327,DI4742,MS 301 PAUL L DUNBAR MS,{},{},{},{},{},{},{},{},{},{}
8328,RR9188,HARLEM MOTHERS STOP ANOTHER VIOLENT END SAVE,"{'address': '5605 69th St; Maspeth, NY 11378', 'score': 0.43, 'name': 'MASPETH FEDERAL SAVINGS LOAN CENTER'}","{'address': '6041 Fresh Pond Rd; Maspeth, NY 11378', 'score': 0.38, 'name': 'CROSS COUNTY SAVINGS BANK'}","{'address': '3501 Amboy Rd; Staten Island, NY 10306', 'score': 0.36, 'name': 'RICHMOND COUNTY SAVINGS BANK'}",{},{},{},{},{},{},{}
8329,DI5340,RICHMOND CHORAL SOCIETY,"{'address': '51 Potter Ave; Staten Island, NY 10314', 'score': 1.0, 'name': 'RICHMOND CHORAL SOCIETY'}","{'address': 'Po Box 141002; Staten Island, NY 10314', 'score': 1.0, 'name': 'RICHMOND CHORAL SOCIETY'}",{},{},{},{},{},{},{},{}
8330,RR8943,YESHIVA GEDOLAH BAIS YISROEL,"{'address': '1097 E 19th St; Brooklyn, NY 11230', 'score': 1.0, 'name': 'YESHIVA GEDOLAH BAIS YISROEL'}",{},{},{},{},{},{},{},{},{}
8331,RR8634,RIVINGTON HOUSETHE NICHOLAS A RANGO HEALTH CARE FACILITY,"{'address': '510 W 46th St; New York, NY 10036', 'score': 0.6, 'name': 'RIVINGTON HOUSE NICHOLAS'}",{},{},{},{},{},{},{},{},{}
8332,DI491,RAIN PARKCHESTER,"{'address': '1380 Metropolitan Ave; Bronx, NY 10462', 'score': 1.0, 'name': 'RAIN PARKCHESTER'}",{},{},{},{},{},{},{},{},{}
8333,N106,LT BERNARD H WIENER POST 258,{},{},{},{},{},{},{},{},{},{}
8334,N193,ST JAMES EPSICOPAL CHURCH,"{'address': '10761 166th St; Jamaica, NY 11433', 'score': 0.84, 'name': 'ST JAMES  LESS  EPISCOPAL CHURCH'}","{'address': '10435 105th St; Ozone Park, NY 11417', 'score': 0.65, 'name': 'JAMES ST LURAN CHURCH'}",{},{},{},{},{},{},{},{}
8335,RR7597,ALLERTON PELHAM PARKWAY MOBILE COMMUNITY PATROL,"{'address': '354 Beach 56th St; Arverne, NY 11692', 'score': 0.47, 'name': 'ARVERNE TENANT PATROL'}","{'address': '3007 39th Ave; Long Island City, NY 11101', 'score': 0.4, 'name': 'PATROL AMP GUARD ENTERPRISES'}","{'address': '944 Kent Ave; Brooklyn, NY 11205', 'score': 0.38, 'name': 'ESTEEMED PATROL '}",{},{},{},{},{},{},{}
