,ein,ID.org,name,city,DOS ID,Current Entity Name,date,processed_name,match_rate,good_match
1451,113091697.0,A2557,QUEENS VOLUNTEER LAWYERS PROJE CT,JAMAICA,3918.0,"QUEENS VOLUNTEER LAWYERS PROJECT, INC.",1/7/92,QUEENS VOLUNTEER LAWYERS PROJE CT,0.984615385,1.0
1453,133818182.0,A256,AUTISM ADVOCACY GROUP,STATEN ISLAND,418.0,"AUTISM ADVOCACY AND OUTREACH GROUP, INC.",12/3/92,AUTISM ADVOCACY GROUP,0.763636364,1.0
1454,141819734.0,A2562,QUEENSBRIDGE TENANTS ASSOCIATION,,3881.0,QUEENSBRIDGE TENANTS ASSOCIATION INC.,5/4/66,QUEENSBRIDGE TENANTS ASSOCIATION,1.0,1.0
1455,113058658.0,A2563,QUEST JR DRUM AND BUGLE CORPS,BROOKLYN,3923.0,QUEST JR. DRUM & BUGLE CORPS INC.,6/7/95,QUEST JR DRUM AND BUGLE CORPS,0.9259259259999999,1.0
1456,133143311.0,A2564,QUINTET OF AMERICAS,DOUGLASTON,3926.0,"QUINTET OF THE AMERICAS, INC.",5/18/82,QUINTET OF AMERICAS,1.0,1.0
1459,112688498.0,A257,AUTONOMEDIA,BROOKLYN,420.0,"AUTONOMEDIA, INC.",1/20/83,AUTONOMEDIA,1.0,1.0
1461,111752021.0,A2571,RACHEL CARSON COMMUNITY ASSOCIATION,FOREST HILLS,3930.0,RACHEL CARSON COMMUNITY ASSOCIATION INC.,12/26/96,RACHEL CARSON COMMUNITY ASSOCIATION,1.0,1.0
1441,112676011.0,A2544,QUEENS INDEPENDENT LIVING CENTER,JAMAICA,3901.0,"QUEENS INDEPENDENT LIVING CENTER, INC.",1/4/84,QUEENS INDEPENDENT LIVING CENTER,1.0,1.0
1462,133835811.0,A2572,RACING THOUGHTS,NEW YORK,3931.0,"RACING THOUGHTS, INC.",4/17/95,RACING THOUGHTS,1.0,1.0
1465,113338875.0,A2575,RAJKUMARI CULTURAL CENTER,,5451.0,"THE RAJKUMARI CULTURAL CENTER, INC.",5/24/96,RAJKUMARI CULTURAL CENTER,1.0,1.0
1466,113105457.0,A2576,RATTLESTICK PRODUCTIONS,NEW YORK,3947.0,"RATTLESTICK PRODUCTIONS, INC.",2/25/92,RATTLESTICK PRODUCTIONS,1.0,1.0
1468,133835036.0,A2579,READNET FOUNDATION,NEW YORK,5455.0,THE READNET FOUNDATION,4/21/95,READNET FOUNDATION,1.0,1.0
1469,111805341.0,A258,AUXILIARY ENTERPRISE BOARD OF NY TECHNICAL COLLEGE,BROOKLYN,421.0,"AUXILIARY ENTERPRISE BOARD OF NEW YORK CITY COLLEGE OF TECHNOLOGY, INC.",11/13/50,AUXILIARY ENTERPRISE BOARD OF NY TECHNICAL COLLEGE,0.730434783,1.0
1470,132601336.0,A2580,REALITY HOUSE,NEW YORK,3954.0,"REALITY HOUSE, INC.",1/3/68,REALITY HOUSE,1.0,1.0
1471,237438514.0,A2581,RECORDED ANTHOLOGY AMER MUSIC,NEW YORK,287.0,"ANTHOLOGY OF RECORDED MUSIC, INC.",2/14/75,RECORDED ANTHOLOGY AMER MUSIC,0.642857143,1.0
1472,61579333.0,A2583,RED CLAY ARTS,,3963.0,"RED CLAY ARTS, INC.",4/7/00,RED CLAY ARTS,1.0,1.0
1473,112556158.0,A2584,RED HOOK ARTS,BROOKLYN,3967.0,"RED HOOK ARTS, INC.",11/20/81,RED HOOK ARTS,1.0,1.0
1474,510138554.0,A2586,REEVES DRAKEFORD EDUCATIONAL AND RECREATIONAL ASSOCIATION,,3974.0,"REEVES-DRAKEFORD EDUCATIONAL & RECREATIONAL ASSOCIATION, INC",12/27/74,REEVES DRAKEFORD EDUCATIONAL AND RECREATIONAL ASSOCIATION,0.9636363640000001,1.0
1475,112734261.0,A2587,REGINA OPERA,BROOKLYN,5460.0,"THE REGINA OPERA COMPANY, INC.",4/30/84,REGINA OPERA,0.857142857,1.0
1476,,A2588,REGINA PACIS SENIOR CITIZENS ORGANIZATION,,3976.0,"REGINA PACIS SENIOR CITIZENS ORGANIZATION, INC.",7/1/75,REGINA PACIS SENIOR CITIZENS ORGANIZATION,1.0,1.0
1477,136213586.0,A2589.1,REGIONAL AID FOR INTERIM NEEDS,BRONX,3977.0,"REGIONAL AID FOR INTERIM NEEDS, INC.",8/30/65,REGIONAL AID FOR INTERIM NEEDS,1.0,1.0
1479,135596828.0,A259,AUXILIARY TO BELLEVUE HOSPITAL CENTER,NEW YORK,422.0,"AUXILIARY TO BELLEVUE HOSPITAL CENTER, INC.",5/31/16,AUXILIARY TO BELLEVUE HOSPITAL CENTER,1.0,1.0
1480,133653869.0,A2590,REGIONAL ALLIANCE FOR SMALL CONTRACTORS,NEW YORK,5461.0,"THE REGIONAL ALLIANCE FOR SMALL CONTRACTORS, INC.",12/7/90,REGIONAL ALLIANCE FOR SMALL CONTRACTORS,1.0,1.0
1463,134037017.0,A2573,RAGAZZI DI ROSEBANK,,3937.0,"RAGAZZI DI ROSEBANK, INC. (YOUNG MEN OF ROSEBANK)",11/10/98,RAGAZZI DI ROSEBANK,0.6333333329999999,1.0
1484,133201190.0,A2595,RENAISSANCE CHINESE OPERA SOC,NEW YORK,3990.0,RENAISSANCE CHINESE OPERA SOCIETY INC.,3/31/94,RENAISSANCE CHINESE OPERA SOC,0.935483871,1.0
1440,132655001.0,A2543,QUEENS HOSPITAL CENTER,NEW YORK,3900.0,"QUEENS HOSPITAL CENTER AUXILIARY, INC.",3/27/37,QUEENS HOSPITAL CENTER,0.814814815,1.0
1438,112870422.0,A2540,QUEENS COMPREHENSIVE PERINATAL COUNCIL,JAMAICA,3888.0,"QUEENS COMPREHENSIVE PERINATAL COUNCIL, INC.",8/28/87,QUEENS COMPREHENSIVE PERINATAL COUNCIL,1.0,1.0
1393,132948947.0,A2468,PROJECT HOPE FOUNDATION OF DISTRICT 1 BNAI BRITH,NEW YORK,3813.0,PROJECT HOPE FOUNDATION OF DISTRICT #I B'NAI B'RITH AND B'NAI B'RITH WOMEN,12/19/77,PROJECT HOPE FOUNDATION OF DISTRICT 1 BNAI BRITH,0.776859504,1.0
1394,113073920.0,A2469.1,PROJECT INDEPENDENCE OF QUEENS QUEENS,JAMAICA,3816.0,"PROJECT INDEPENDENCE OF QUEENS NEW YORK, INC.",1/10/90,PROJECT INDEPENDENCE OF QUEENS QUEENS,0.842105263,1.0
1395,133761446.0,A2470,PROJECT LEAD,RICHMOND HILL,3817.0,"PROJECT LEAD, INC.",3/18/94,PROJECT LEAD,1.0,1.0
1397,133744003.0,A2472,PROJECT OPEN,NEW YORK,3819.0,"PROJECT OPEN, INC.",10/8/93,PROJECT OPEN,1.0,1.0
1398,112331112.0,A2473,PROJECT REACH YOUTH,BROOKLYN,3820.0,"PROJECT REACH YOUTH, INC.",8/13/74,PROJECT REACH YOUTH,1.0,1.0
1399,113559007.0,A2475,PROJECT SOCIAL CARE HEAD START,,3823.0,"PROJECT SOCIAL CARE HEAD START, INC.",12/21/00,PROJECT SOCIAL CARE HEAD START,1.0,1.0
1400,113172595.0,A2476,PROMOTE ART WORKS,BROOKLYN,3829.0,"PROMOTE ART WORKS, INC.",3/2/93,PROMOTE ART WORKS,1.0,1.0
1401,,A2477,PROPERTY OWNERS ASSOCIATION OF MIDDLE VILLAGE,,3830.0,"PROPERTY OWNERS ASSOCIATION OF MIDDLE VILLAGE, INC.",6/20/33,PROPERTY OWNERS ASSOCIATION OF MIDDLE VILLAGE,1.0,1.0
1402,112843763.0,A2478,PROSPECT PARK ALLIANCE,BROOKLYN,3833.0,"PROSPECT PARK ALLIANCE, INC.",5/30/84,PROSPECT PARK ALLIANCE,1.0,1.0
1404,112458675.0,A248,ASTON MAGNA FNDN FOR MSC AND HUM,BROOKLYN,396.0,"ASTON MAGNA FOUNDATION FOR MUSIC AND THE HUMANITIES, INC.",6/22/83,ASTON MAGNA FNDN FOR MSC AND HUM,0.810126582,1.0
1405,112594653.0,A2480,PROVIDENCE HOUSE,BROOKLYN,3840.0,"PROVIDENCE HOUSE, INC.",1/27/82,PROVIDENCE HOUSE,1.0,1.0
1406,131740301.0,A2481,PROVIDENCE REST,BRONX,3841.0,PROVIDENCE REST,8/9/56,PROVIDENCE REST,1.0,1.0
1411,113329711.0,A2489,PS 321 PARENT TEACHER ASSOCIATION,BROOKLYN,3845.0,"P.S. 321 PARENT TEACHER ASSOCIATION, INC.",7/8/96,PS 321 PARENT TEACHER ASSOCIATION,0.985074627,1.0
1416,,A25,452 WEST 50TH STREET TENANTS HDFC,,44.0,"452 WEST 50TH STREET TENANTS ASSOCIATION, INC.",7/20/81,452 WEST 50 TH STREET TENANTS HDFC,0.826666667,1.0
1439,112393968.0,A2542,QUEENS FESTIVAL ORCHESTRA ASSOCIATION,BELLMORE,3896.0,"QUEENS FESTIVAL ORCHESTRA ASSOCIATION, INC.",10/9/69,QUEENS FESTIVAL ORCHESTRA ASSOCIATION,1.0,1.0
1417,112431334.0,A250,ASTORIA RESTORATION ASSOCIATION,ASTORIA,402.0,"ASTORIA RESTORATION ASSOCIATION, INC.",10/25/77,ASTORIA RESTORATION ASSOCIATION,1.0,1.0
1420,134010925.0,A2503,PUEBLO EN MARCHA II,,3856.0,"PUEBLO EN MARCHA II, INC.",8/26/98,PUEBLO EN MARCHA II,1.0,1.0
1421,132918211.0,A2506,PUERTO RICAN ASSOCIATION FOR COMMUNITY AFFAIRS,NEW YORK,3858.0,"PUERTO RICAN ASSOCIATION FOR COMMUNITY AFFAIRS, INC.",5/11/61,PUERTO RICAN ASSOCIATION FOR COMMUNITY AFFAIRS,1.0,1.0
1422,,A2507,PUERTO RICAN CULTURAL HERITAGE LIBRARY,,3239.0,NATIONAL PUERTO RICAN CULTURAL HERITAGE PARADE CORP.,1/31/14,PUERTO RICAN CULTURAL HERITAGE LIBRARY,0.7857142859999999,1.0
1424,132597744.0,A2509.1,PUERTO RICAN TRAVELING THT,NEW YORK,3865.0,"PUERTO RICAN TRAVELING THEATRE COMPANY, INC.",9/19/67,PUERTO RICAN TRAVELING THT,0.8666666670000001,1.0
1425,132693369.0,A2510,PUERTO RICAN WORKSHOP,NEW YORK,3866.0,"PUERTO RICAN WORKSHOP, INC.",11/18/70,PUERTO RICAN WORKSHOP,1.0,1.0
1427,113093248.0,A2526,QI SHU FANGS PEKING OPERA ASN,,3872.0,"QI SHU FANG'S PEKING OPERA ASSOCIATION, INC.",12/18/91,QI SHU FANGS PEKING OPERA ASN,0.865671642,1.0
1428,112482974.0,A2528,QSAC,ASTORIA,3873.0,"QSAC, INC.",10/19/78,QSAC,1.0,1.0
1429,113514824.0,A2529,QUEEENS CHAMBER OF COMMERCE,,3920.0,"QUEENS WOMEN'S CHAMBER OF COMMERCE, INC",8/1/14,QUEEENS CHAMBER OF COMMERCE,0.8852459020000001,1.0
1430,133218253.0,A253,ATLANTIC THEATER,NEW YORK,409.0,ATLANTIC THEATER CO.,6/29/87,ATLANTIC THEATER,1.0,1.0
1431,112577741.0,A2532,QUEENS BNAI BRITH HOUSING DEVELOPMENT FUND,FLUSHING,3876.0,"QUEENS B'NAI B'RITH HOUSING DEVELOPMENT FUND COMPANY, INC.",8/4/80,QUEENS BNAI BRITH HOUSING DEVELOPMENT FUND,0.933333333,1.0
1433,111904262.0,A2534,QUEENS BOTANICAL GARDEN SOCIETY,JAMAICA,5444.0,"THE QUEENS BOTANICAL GARDEN SOCIETY, INC.",9/26/46,QUEENS BOTANICAL GARDEN SOCIETY,1.0,1.0
1434,113104117.0,A2535,QUEENS CHILDRENS THEATER COMP,BELLEROSE,3883.0,QUEENS CHILDREN'S THEATER COMPANY INC.,6/25/92,QUEENS CHILDRENS THEATER COMP,0.896551724,1.0
1436,222183327.0,A2539,QUEENS COMMUNITY CIVIC,FLUSHING,3886.0,QUEENS COMMUNITY CIVIC CORP.,12/9/77,QUEENS COMMUNITY CIVIC,1.0,1.0
1437,112476178.0,A254,AUBURNDALE SOCCER CLUB,BAYSIDE,414.0,"AUBURNDALE SOCCER CLUB, INC.",3/7/77,AUBURNDALE SOCCER CLUB,1.0,1.0
1419,135563402.0,A2501,PUBLIC HEALTH RESEARCH INSTITUTE,NEW YORK,3852.0,"PUBLIC HEALTH INSTITUTE, INC.",10/26/87,PUBLIC HEALTH RESEARCH INSTITUTE,0.836363636,1.0
1686,133209626.0,A2861,SOUTH MANHATTAN DEVELOPMENT,NEW YORK,4390.0,"SOUTH MANHATTAN DEVELOPMENT CORPORATION, INC.",11/1/82,SOUTH MANHATTAN DEVELOPMENT,0.931034483,1.0
892,131671027.0,A179,ARCHITECTURAL LEAGUE OF NY,NEW YORK,4747.0,THE ARCHITECTURAL LEAGUE OF NEW YORK,12/12/1888,ARCHITECTURAL LEAGUE OF NY,0.896551724,1.0
890,133023179.0,A1785,MBD COMMUNITY HOUSING,BRONX,3002.0,M.B.D. COMMUNITY HOUSING CORPORATION,9/9/75,MBD COMMUNITY HOUSING,0.954545455,1.0
348,132645436.0,A1127,FORTUNE SOCIETY,NEW YORK,5050.0,"THE FORTUNE SOCIETY,INC.",7/17/68,FORTUNE SOCIETY,1.0,1.0
349,113129812.0,A1128,FOSTER AND ADOPTIVE PARENTS ORGANIZATION OF NEW YORJ,BROOKLYN,1896.0,"FOSTER AND ADOPTIVE PARENTS ORGANIZATION OF NEW YORK, INCORPORATED",5/26/93,FOSTER AND ADOPTIVE PARENTS ORGANIZATION OF NEW YORJ,0.871794872,1.0
351,132990477.0,A1130,FOUNDATION DR GEORGINA FALU,NEW YORK,1899.0,"FOUNDATION DR. GEORGINA FALU, INC.",8/25/92,FOUNDATION DR GEORGINA FALU,1.0,1.0
354,133761711.0,A1133,FOUNDRY THEATER,NEW YORK CITY,5059.0,"THE FOUNDRY THEATRE, INC.",3/17/94,FOUNDRY THEATER,0.933333333,1.0
355,113474775.0,A1134,FOUNTAIN AVENUE COMMUNITY DEVELOPMENT,,5060.0,THE FOUNTAIN AVENUE COMMUNITY DEVELOPMENT CORPORATION,9/23/98,FOUNTAIN AVENUE COMMUNITY DEVELOPMENT,1.0,1.0
356,133603632.0,A1135,FOUR SEAS PLAYERS,NEW YORK,1918.0,"FOUR SEAS PLAYERS, INC.",6/18/90,FOUR SEAS PLAYERS,1.0,1.0
357,30597236.0,A1137,FRANCISCAN ORDER OF HANDMAIDS OF MARY,,1921.0,"FRANCISCAN HANDMAIDS OF MARY FOUNDATION, INC.",10/31/05,FRANCISCAN ORDER OF HANDMAIDS OF MARY,0.736842105,1.0
358,132925815.0,A1138,FRANK SILVERA WRITERS WORKSHOP,NEW YORK,1927.0,"FRANK SILVERA WRITERS' WORKSHOP FOUNDATION, INC.",4/8/75,FRANK SILVERA WRITERS WORKSHOP,0.845070423,1.0
359,,A114,ALTERNATIVE MEDIA INFO CENTER,,194.0,ALTERNATIVE MEDIA ACCESS CORPORATION,8/31/76,ALTERNATIVE MEDIA INFO CENTER,0.754716981,1.0
360,132879766.0,A1140,FRANKLIN FURNACE ARCHIVE,NEW YORK,1924.0,"FRANKLIN FURNACE ARCHIVE, INC.",7/6/76,FRANKLIN FURNACE ARCHIVE,1.0,1.0
361,132656528.0,A1141,FRANKLIN PLAZA DAY CARE CENTER,NEW YORK,1925.0,"FRANKLIN PLAZA DAY CARE CENTER, INC.",10/31/69,FRANKLIN PLAZA DAY CARE CENTER,1.0,1.0
363,237028809.0,A1143,FREDERICK DOUGLASS CREAT ARTS,NEW YORK,1930.0,"FREDERICK DOUGLASS CREATIVE ARTS CENTERS, INC.",4/28/69,FREDERICK DOUGLASS CREAT ARTS,0.84057971,1.0
364,,A1144,FREEDOM FUNDS UNITED FOUNDATIO N,,1932.0,"FREEDOM FUNDS UNITED FOUNDATION, INC.",11/13/73,FREEDOM FUNDS UNITED FOUNDATIO N,0.9841269840000001,1.0
365,133666642.0,A1145,FREESTYLE REPERTORY THEATER,NEW YORK,1935.0,"FREESTYLE REPERTORY THEATRE, INC.",5/19/92,FREESTYLE REPERTORY THEATER,0.962962963,1.0
366,133727003.0,A1146,FRESH START,NEW YORK,1940.0,FRESH START INC.,4/29/93,FRESH START,1.0,1.0
367,133723207.0,A1147,FRESH YOUTH INITIATIVES,NEW YORK,1942.0,"FRESH YOUTH INITIATIVES, INC.",6/29/93,FRESH YOUTH INITIATIVES,1.0,1.0
368,133606771.0,A1149,FRIENDS AND ENEMIES OF NEW MUSIC,NEW YORK,1947.0,FRIENDS & ENEMIES OF NEW MUSIC INC.,10/2/90,FRIENDS AND ENEMIES OF NEW MUSIC,0.933333333,1.0
370,133176456.0,A1150,FRIENDS OF ABANDONED CEMETERIES,,1948.0,FRIENDS OF ABANDONED CEMETERIES INC.,2/25/83,FRIENDS OF ABANDONED CEMETERIES,1.0,1.0
371,133248928.0,A1151,FRIENDS OF ALICE AUSTEN HOUSE,STATEN ISLAND,1949.0,"FRIENDS OF ALICE AUSTEN HOUSE, INC.",12/24/79,FRIENDS OF ALICE AUSTEN HOUSE,1.0,1.0
372,113076602.0,A1153,FRIENDS OF CATHERINE M SHERIDAN SENIOR CENTER,JACKSON HEIGHTS,1958.0,"FRIENDS OF CATHERINE M. SHERIDAN SENIOR CENTER, INC.",1/20/93,FRIENDS OF CATHERINE M SHERIDAN SENIOR CENTER,1.0,1.0
373,134060818.0,A1154,FRIENDS OF CLAY PIT POND PARK,,1961.0,FRIENDS OF CLAYPIT POND PRESERVE INC.,4/8/99,FRIENDS OF CLAY PIT POND PARK,0.852459016,1.0
375,133667726.0,A1157,FRIENDS OF FREDERICK E SAMUEL FOUNDATION,NEW YORK,1971.0,"FRIENDS OF FREDERICK E. SAMUEL FOUNDATION, INC.",3/11/92,FRIENDS OF FREDERICK E SAMUEL FOUNDATION,1.0,1.0
377,133853344.0,A1159,FRIENDS OF INCARNATION CHILDRE NS CENTER,NEW YORK,2457.0,INCARNATION CHILDREN'S CENTER,7/22/99,FRIENDS OF INCARNATION CHILDRE NS CENTER,0.811594203,1.0
378,113119584.0,A116,ALZHEIMERS AND AGING RESOURCE CENTER OF BROOKLYN,BROOKLYN,201.0,"ALZHEIMER'S AND AGING RESOURCE CENTER OF BROOKLYN, INC.",9/9/92,ALZHEIMERS AND AGING RESOURCE CENTER OF BROOKLYN,0.9896907220000001,1.0
379,,A1160,FRIENDS OF LINDSAY PARK ANTICRIME,,1984.0,"FRIENDS OF LINDSAY PARK, INC.",6/1/87,FRIENDS OF LINDSAY PARK ANTICRIME,0.8214285709999999,1.0
382,133698158.0,A1164,FRIENDS OF TERRA COTTANYS,NEW YORK,1999.0,"FRIENDS OF TERRA COTTA, INC.",11/30/83,FRIENDS OF TERRA COTTANYS,0.9361702129999999,1.0
383,133843182.0,A1168,FRIENDS OF UPPER EAST SIDE HISTORIC DISTRICTS,NEW YORK,2016.0,"FRIENDS OF THE UPPER EAST SIDE HISTORIC DISTRICT, INC.",5/5/83,FRIENDS OF UPPER EAST SIDE HISTORIC DISTRICTS,0.988764045,1.0
384,113584429.0,A1169,FRIENDS OF VAN CORTLANDT PARK,,5071.0,"THE FRIENDS OF VAN CORTLANDT PARK, INC.",1/13/94,FRIENDS OF VAN CORTLANDT PARK,1.0,1.0
385,133277408.0,A117,ALZHEIMERS DISEASE AND RELATED DISORDERS ASSOCIATION OF STATEN ISL,NEW YORK,202.0,"ALZHEIMERS DISEASE AND RELATED DISORDERS, NEW YORK CITY, INC.",5/7/85,ALZHEIMERS DISEASE AND RELATED DISORDERS ASSOCIATION OF STATEN ISL,0.75,1.0
346,113343941.0,A1125,FORT GREENE STRATEGIC NEIGHBOR HOOD ACTION PARTNERSHIP,BROOKLYN,1887.0,"FORT GREENE STRATEGIC NEIGHBORHOOD ACTION PARTNERSHIP, INC.",1/24/96,FORT GREENE STRATEGIC NEIGHBOR HOOD ACTION PARTNERSHIP,0.990654206,1.0
343,133099325.0,A1122,FORT GEORGE COMMUNITY ENRICHME NT CENTER,NEW YORK,1883.0,"FORT GEORGE COMMUNITY ENRICHMENT CENTER, INC.",9/27/88,FORT GEORGE COMMUNITY ENRICHME NT CENTER,0.9873417720000001,1.0
342,237169662.0,A1120,FOREST HILLS VOLUNTEER AMBULANCE CORPS,FOREST HILLS,1876.0,"FOREST HILLS VOLUNTEER AMBULANCE CORPS, INC.",6/10/71,FOREST HILLS VOLUNTEER AMBULANCE CORPS,1.0,1.0
341,521277708.0,A1119,FOREST HILLS LITTLE LEAGUE,HOWARD BEACH,1875.0,"FOREST HILLS LITTLE LEAGUE,INC.",5/17/55,FOREST HILLS LITTLE LEAGUE,1.0,1.0
298,133945168.0,A1069,FIGURE SKATING IN HARLEM,NEW YORK,1812.0,"FIGURE SKATING IN HARLEM, INC.",4/15/97,FIGURE SKATING IN HARLEM,1.0,1.0
299,132876534.0,A107,ALLIANCE FOR PROGRESS,BRONX,181.0,"ALLIANCE FOR PROGRESS, INC.",9/19/75,ALLIANCE FOR PROGRESS,1.0,1.0
300,132874863.0,A1070,FIJI THEATER,NEW YORK,5033.0,"THE FIJI THEATRE COMPANY, INC.",1/31/75,FIJI THEATER,0.7857142859999999,1.0
301,237042553.0,A1071,FILM SOCIETY OF LINCOLN CENTER,NEW YORK,5034.0,"THE FILM SOCIETY OF LINCOLN CENTER, INC.",8/13/69,FILM SOCIETY OF LINCOLN CENTER,1.0,1.0
302,132620443.0,A1072,FILMVIDEO ARTS,NEW YORK,1817.0,"FILM/VIDEO ARTS, INC.",3/13/68,FILMVIDEO ARTS,0.9655172409999999,1.0
303,133243308.0,A1073,FIREND OF PIER 84,NEW YORK,1990.0,"FRIENDS OF PIER 84, INC.",1/10/97,FIREND OF PIER 84,0.914285714,1.0
305,133490220.0,A1076,FIRST AVENUE,NEW YORK,1821.0,"FIRST AVENUE, INC.",8/26/88,FIRST AVENUE,1.0,1.0
306,133067115.0,A1077,FIRST BAPTIST CHURCH OF CROWN HEIGHTS,,1822.0,"FIRST BAPTIST CHURCH OF CROWN HEIGHTS EAST HOUSING DEVELOPMENT COMPANY, INC.",4/16/84,FIRST BAPTIST CHURCH OF CROWN HEIGHTS,0.718446602,1.0
308,134178391.0,A1079,FIRST BRONX CENTER FOR DISABILITIES,,1823.0,"FIRST BRONX CENTER FOR DISABILITIES, INC.",10/4/00,FIRST BRONX CENTER FOR DISABILITIES,1.0,1.0
311,133842864.0,A1081,FIRST SATURDAY IN OCTOBER,BRONX,1830.0,"FIRST SATURDAY IN OCTOBER, INC.",7/19/95,FIRST SATURDAY IN OCTOBER,1.0,1.0
312,112497861.0,A1082,FLAMES NEIGHBORHOOD YOUTH ASSOCIATION,BROOKLYN,1836.0,FLAMES NEIGHBORHOOD YOUTH ASSOCIATION INCORPORATED,5/10/79,FLAMES NEIGHBORHOOD YOUTH ASSOCIATION,0.850574713,1.0
313,510188251.0,A1083.1,FLATBUSH DEVELOPMENT,BROOKLYN,5039.0,THE FLATBUSH DEVELOPMENT CORP.,4/21/75,FLATBUSH DEVELOPMENT,1.0,1.0
314,112488903.0,A1084,FLATBUSH EAST COMMUNITY DEVELOPMENT,BROOKLYN,1837.0,FLATBUSH-EAST COMMUNITY DEVELOPMENT CORP.,9/13/77,FLATBUSH EAST COMMUNITY DEVELOPMENT,1.0,1.0
315,112744931.0,A1085,FLATBUSH FAMILY NETWORK IRIS KLEIN EXECUTIVE DIR,BROOKLYN,1838.0,"FLATBUSH FAMILY NETWORK, INC.",5/22/86,FLATBUSH FAMILY NETWORK IRIS KLEIN EXECUTIVE DIR,0.6478873239999999,1.0
387,133095792.0,A1170,FRIENDS UNITED YOUTH CENTER,NEW YORK,2021.0,FRIENDS UNITED YOUTH CENTER,8/1/01,FRIENDS UNITED YOUTH CENTER,1.0,1.0
316,112758014.0,A1086,FLATBUSH HAITIAN CENTER,BROOKLYN,1839.0,"FLATBUSH HAITIAN CENTER, INC.",7/8/85,FLATBUSH HAITIAN CENTER,1.0,1.0
318,113287922.0,A1088,FLATBUSH YOUTH ASSOCIATION,BROOKLYN,1843.0,"FLATBUSH YOUTH ASSOCIATION, INC.",5/9/95,FLATBUSH YOUTH ASSOCIATION,1.0,1.0
319,510138370.0,A1089,FLATLANDS VOLUNTEER AMBULANCE AND FIRST AID CORPS,BROOKLYN,1846.0,"FLATLANDS VOLUNTEER AMBULANCE AND FIRST AID CORPS, INC.",6/25/75,FLATLANDS VOLUNTEER AMBULANCE AND FIRST AID CORPS,1.0,1.0
321,112652182.0,A1092,FLUSHING COUNCIL ON CULTURE AND ARTS,FLUSHING,1852.0,"FLUSHING COUNCIL ON CULTURE AND THE ARTS, INC.",7/6/83,FLUSHING COUNCIL ON CULTURE AND ARTS,1.0,1.0
322,116035637.0,A1093,FLUSHING COMMUNITY VOLUNTEER AMBULANCE CORPS,FLUSHING,1851.0,"FLUSHING COMMUNITY VOLUNTEER AMBULANCE CORPS, INC.",1/16/59,FLUSHING COMMUNITY VOLUNTEER AMBULANCE CORPS,1.0,1.0
323,111631781.0,A1094,FLUSHING HOSPITAL MEDICAL CENTER,FLUSHING,1854.0,FLUSHING HOSPITAL AND MEDICAL CENTER,02/04/1884,FLUSHING HOSPITAL MEDICAL CENTER,0.9411764709999999,1.0
325,133867564.0,A1096,FNDN FOR BETTER HEALTH CARE,,1900.0,FOUNDATION FOR BETTER HEALTH INTERNATIONAL,11/25/08,FNDN FOR BETTER HEALTH CARE,0.695652174,1.0
326,133082845.0,A1097,FNDN FOR INDEPENDENT ARTISTS,NEW YORK,5053.0,"THE FOUNDATION FOR INDEPENDENT ARTISTS, INC.",8/10/81,FNDN FOR INDEPENDENT ARTISTS,0.9032258059999999,1.0
328,133031100.0,A11,116TH STREET BLOCK ASSOCIATION,NEW YORK,7.0,"116TH STREET BLOCK ASSOCIATION, INC.",3/23/79,116 TH STREET BLOCK ASSOCIATION,1.0,1.0
331,133998872.0,A1101,FOLKSBIENE YIDDISH THEATER,,1861.0,"FOLKSBIENE YIDDISH THEATRE, INC.",3/24/98,FOLKSBIENE YIDDISH THEATER,0.961538462,1.0
332,,A1103,FOOD FIRST FAMILY PROJECT,,1863.0,"FOOD FIRST FAMILY PROJECT, INC.",11/3/93,FOOD FIRST FAMILY PROJECT,1.0,1.0
334,133010578.0,A1106,FORDHAM BEDFORD HOUSING,BRONX,1869.0,FORDHAM-BEDFORD HOUSING CORPORATION,1/21/80,FORDHAM BEDFORD HOUSING,1.0,1.0
337,237456182.0,A111,ALPHA OMEGA 17 THEATRICAL DNC,NEW YORK,191.0,"ALPHA-OMEGA/1-7 THEATRICAL DANCE CO., INC.(ED. CONSENT)",5/29/74,ALPHA OMEGA 17 THEATRICAL DNC,0.763157895,1.0
339,113200313.0,A1117,FOREST HILLS CHAMBER OF COMMERCE OF QUEENS,FOREST HILLS,1871.0,"FOREST HILLS CHAMBER OF COMMERCE OF QUEENS, INC.",3/14/94,FOREST HILLS CHAMBER OF COMMERCE OF QUEENS,1.0,1.0
340,112920536.0,A1118,FOREST HILLS COMMUNITY AND CIVIC ASSOCIATION,,1872.0,"FOREST HILLS COMMUNITY & CIVIC ASSOCIATION, INC.",11/9/77,FOREST HILLS COMMUNITY AND CIVIC ASSOCIATION,0.9523809520000001,1.0
317,203244567.0,A1087,FLATBUSH SHOMRIM SAFETY PATROL,,1842.0,FLATBUSH SHOMRIM SAFETY PATROL INC.,8/2/05,FLATBUSH SHOMRIM SAFETY PATROL,1.0,1.0
390,112656137.0,A1176,FUND FOR COMMUNITY LEADERSHIP DEVELOPMENT,BROOKLYN,2031.0,FUND FOR COMMUNITY LEADERSHIP DEVELOPMENT,8/20/80,FUND FOR COMMUNITY LEADERSHIP DEVELOPMENT,1.0,1.0
