,,access,bridge,distance,from,highway,lanes,name,oneway,service,to,tunnel
4047380728,5394546363,,,112.139141,4047380728,footway,,,,,5394546363,
5394546363,5394546318,,,23.083166,5394546363,footway,,,,,5394546318,
5394546318,5394546326,,,78.613462,5394546318,footway,,,,,5394546326,
5394546345,4047380732,,,10.655556,5394546345,footway,,,,,4047380732,
4047380732,5394546325,,,7.755947,4047380732,footway,,,,,5394546325,
5394546325,5397144701,,,16.49673,5394546325,footway,,,,,5397144701,
5397144701,4047380744,,,20.223137,5397144701,footway,,,,,4047380744,
4047380744,4047380750,,,12.492165,4047380744,footway,,,,,4047380750,
4047380750,5394546342,,,9.199368,4047380750,footway,,,,,5394546342,
5394546342,5394546355,,,63.617445,5394546342,footway,,,,,5394546355,
5394546355,4047380767,,,7.108175,5394546355,footway,,,,,4047380767,
4047380767,4047380778,,,15.172914,4047380767,footway,,,,,4047380778,
4047380778,5396370400,,,40.001418,4047380778,footway,,,,,5396370400,
5396370400,4047380995,,,8.732269,5396370400,footway,,,,,4047380995,
4047380995,5396346508,,,8.276168,4047380995,footway,,,,,5396346508,
5396346498,4047380996,,,8.163423,5396346498,footway,,,,,4047380996,
4047380996,5396370404,,,8.878087,4047380996,footway,,,,,5396370404,
5396370404,4047380780,,,39.974194,5396370404,footway,,,,,4047380780,
4047380780,4047380768,,,15.163078,4047380780,footway,,,,,4047380768,
4047380768,5394546301,,,6.463934,4047380768,footway,,,,,5394546301,
5394546301,5394546328,,,63.523673,5394546301,footway,,,,,5394546328,
5394546328,4047380751,,,9.677114,5394546328,footway,,,,,4047380751,
4047380751,4047380745,,,12.786095,4047380751,footway,,,,,4047380745,
4047380745,4047380735,,,41.759358,4047380745,footway,,,,,4047380735,
4047380735,5394546299,,,8.828134,4047380735,footway,,,,,5394546299,
5396346501,4047380998,,,7.669369,5396346501,footway,,,,,4047380998,
4047380998,5396370406,,,8.008308,4047380998,footway,,,,,5396370406,
5396370406,4047380785,,,41.098222,5396370406,footway,,,,,4047380785,
4047380785,4047380771,,,14.828689,4047380785,footway,,,,,4047380771,
4047380771,4047380753,,,79.868123,4047380771,footway,,,,,4047380753,
4047380753,4047380747,,,12.569103,4047380753,footway,,,,,4047380747,
4047380747,5690417083,,,40.601734,4047380747,footway,,,,,5690417083,
5690417083,5394546294,,,8.614158,5690417083,footway,,,,,5394546294,
5394546297,3378979836,,,8.499719,5394546297,footway,,,,,3378979836,
3378979836,4047380746,,,40.625065,3378979836,footway,,,,,4047380746,
4047380746,4047380752,,,12.759918,4047380746,footway,,,,,4047380752,
4047380752,4047380769,,,79.529077,4047380752,footway,,,,,4047380769,
4047380769,4047380783,,,14.890233,4047380769,footway,,,,,4047380783,
4047380783,5396370401,,,41.21264,4047380783,footway,,,,,5396370401,
5396370401,4047380997,,,8.097883,5396370401,footway,,,,,4047380997,
4047380997,5396346492,,,7.53057,4047380997,footway,,,,,5396346492,
1685262428,1685262396,,,93.868564,1685262428,service,,,,alley,1685262396,
4332959691,261207127,,,11.687619,4332959691,secondary,2,East Midway Plaisance,yes,,261207127,
261202624,4332959689,,,11.547299,261202624,secondary,,Payne Drive,,,4332959689,
4332957188,261207134,,,25.861223,4332957188,secondary,5,South Cottage Grove Avenue,no,,261207134,
261207128,4332959690,,,25.905711,261207128,secondary,5,South Cottage Grove Avenue,no,,4332959690,
4332959690,5827182220,,,13.13641,4332959690,secondary,5,South Cottage Grove Avenue,no,,5827182220,
4332972930,5885767565,,,24.381981,4332972930,secondary,3,South Cottage Grove Avenue,no,,5885767565,
4332972932,5827159295,,,28.09919,4332972932,secondary,3,South Cottage Grove Avenue,,,5827159295,
4332972929,5396346495,,,19.434499,4332972929,secondary,3,South Cottage Grove Avenue,no,,5396346495,
5396346495,261276586,,,9.445385,5396346495,secondary,3,South Cottage Grove Avenue,no,,261276586,
5885767569,4332972932,,,39.516095,5885767569,secondary,3,South Cottage Grove Avenue,,,4332972932,
5885767565,5827182224,,,143.162912,5885767565,secondary,2,South Cottage Grove Avenue,no,,5827182224,
4332972934,386571695,,,29.354483,4332972934,secondary,3,South Cottage Grove Avenue,,,386571695,
386571695,5885767569,,,10.000014,386571695,secondary,3,South Cottage Grove Avenue,,,5885767569,
4332972944,386571505,,,19.313153,4332972944,secondary,4,South Cottage Grove Avenue,,,386571505,
386571505,261198121,,,11.116453,386571505,secondary,4,South Cottage Grove Avenue,,,261198121,
261198121,386571497,,,11.615648,261198121,secondary,4,South Cottage Grove Avenue,,,386571497,
386571497,4332972942,,,17.476055,386571497,secondary,4,South Cottage Grove Avenue,,,4332972942,
4635998816,4635998812,,,24.769232,4635998816,footway,,,,,4635998812,
4635998812,4635998813,,,53.513122,4635998812,footway,,,,,4635998813,
4635998813,4635998816,,,58.622903,4635998813,footway,,,,,4635998816,
1562381491,261358990,,,36.448779,1562381491,secondary,,East 55th Place,yes,,261358990,
261358990,261160239,,,49.135108,261358990,secondary,,East 55th Place,yes,,261160239,
4829174283,5622914301,,,31.984613,4829174283,secondary,,East 55th Street,,,5622914301,
5622914301,261198121,,,14.031208,5622914301,secondary,,East 55th Street,,,261198121,
1685296298,1685296295,,,66.417834,1685296298,service,,,,alley,1685296295,
5072693316,2354194804,,,15.721738,5072693316,pedestrian,,South Greenwood Avenue,,,2354194804,
2354194804,3631594929,,,120.327778,2354194804,pedestrian,,South Greenwood Avenue,,,3631594929,
1685262422,1657306992,,,62.685108,1685262422,service,,,,alley,1657306992,
5397144691,5394546305,,,7.636893,5397144691,footway,,,,,5394546305,
5394546305,5394546311,,,12.247555,5394546305,footway,,,,,5394546311,
5394546311,2468074901,,,34.947254,5394546311,footway,,,,,2468074901,
2468074901,1977786643,,,13.627642,2468074901,footway,,,,,1977786643,
1977786643,1977786606,,,13.697738,1977786643,footway,,,,,1977786606,
1977786606,1977786662,,,26.556053,1977786606,footway,,,,,1977786662,
1977786662,1977786613,,,26.956553,1977786662,footway,,,,,1977786613,
1977786613,1977786728,,,11.825631,1977786613,footway,,,,,1977786728,
1977786728,5082937230,,,14.819431,1977786728,footway,,,,,5082937230,
5082937230,5396346515,,,41.872975,5082937230,footway,,,,,5396346515,
5396346515,5396349323,,,15.663827,5396346515,footway,,,,,5396349323,
5098734691,5390054691,,,42.354145,5098734691,footway,,,,,5390054691,
5390054691,1038011383,,,20.427485,5390054691,footway,,,,,1038011383,
5098734692,5390054691,,,33.234828,5098734692,footway,,,,,5390054691,
5390054691,5098734693,,,37.337621,5390054691,footway,,,,,5098734693,
4635998812,4635998818,,,56.758349,4635998812,footway,,,,,4635998818,
4635998808,4635998816,,,48.663894,4635998808,footway,,,,,4635998816,
2269161689,4635998808,,,28.709288,2269161689,footway,,,,,4635998808,
4635998808,4635998809,,,47.453834,4635998808,footway,,,,,4635998809,
4635998818,4635998813,,,18.966051,4635998818,footway,,,,,4635998813,
4635998813,4635998809,,,72.883292,4635998813,footway,,,,,4635998809,
2269161689,2269161688,,,50.148683,2269161689,service,,,,alley,2269161688,
1889253068,1889253095,,,56.019834,1889253068,service,,,,alley,1889253095,
2406355907,2406355888,,,54.433847,2406355907,service,,,,alley,2406355888,
2406355888,2406355823,,,15.085401,2406355888,service,,,,alley,2406355823,
5116884418,5116884417,,,95.054566,5116884418,service,,,,,5116884417,
5175102972,5175102973,,,49.910195,5175102972,service,,,,parking_aisle,5175102973,
5175102966,5175102984,,,50.086343,5175102966,service,,,,parking_aisle,5175102984,
5175102973,5175102966,,,18.854959,5175102973,service,,,,parking_aisle,5175102966,
762246035,5175102991,,,65.686486,762246035,service,,,,driveway,5175102991,
5175102991,5175102984,,,36.660714,5175102991,service,,,,driveway,5175102984,
5175102984,5175102972,,,18.953261,5175102984,service,,,,driveway,5175102972,
2174728685,2174728728,,,48.335145,2174728685,service,,,,alley,2174728728,
1676148621,1676148648,,,64.797644,1676148621,service,,,,alley,1676148648,
386571648,386574484,,,17.084555,386571648,footway,,,,,386574484,
386574484,5390054693,,,42.032165,386574484,footway,,,,,5390054693,
1569744914,5394515131,private,,27.374133,1569744914,service,,,,driveway,5394515131,
5394546330,5397149029,,,20.477037,5394546330,footway,,,,,5397149029,
5397149029,5394546343,,,19.168951,5397149029,footway,,,,,5394546343,
5394546333,5394546364,,,76.156746,5394546333,footway,,,,,5394546364,
5394546364,5394546344,,,66.311634,5394546364,footway,,,,,5394546344,
5394546344,5394546340,,,67.696664,5394546344,footway,,,,,5394546340,
5394546340,5394546297,,,125.111075,5394546340,footway,,,,,5394546297,
5394546297,5394546317,,,9.596462,5394546297,footway,,,,,5394546317,
5394546317,5394546294,,,7.862704,5394546317,footway,,,,,5394546294,
5394546294,5394546302,,,79.729164,5394546294,footway,,,,,5394546302,
5394546359,5827236815,,,10.421584,5394546359,footway,,,,,5827236815,
5827236815,5394546309,,,47.407419,5827236815,footway,,,,,5394546309,
5394546309,5394546371,,,13.454988,5394546309,footway,,,,,5394546371,
5394546371,5394546308,,,78.924064,5394546371,footway,,,,,5394546308,
5394546308,5394546370,,,14.640591,5394546308,footway,,,,,5394546370,
5394546370,5396346500,,,41.66906,5394546370,footway,,,,,5396346500,
5396346500,5396346520,,,6.496254,5396346500,footway,,,,,5396346520,
5396346520,5396346499,,,9.502201,5396346520,footway,,,,,5396346499,
5394546321,5397149024,,,21.292449,5394546321,footway,,,,,5397149024,
5397149024,5397144715,,,7.705855,5397149024,footway,,,,,5397144715,
5397144715,5394546357,,,13.399421,5397144715,footway,,,,,5394546357,
5394546366,5397149036,,,21.650526,5394546366,footway,,,,,5397149036,
5397149036,5397144705,,,5.941638,5397149036,footway,,,,,5397144705,
5397144705,5394546346,,,13.303758,5397144705,footway,,,,,5394546346,
5394546326,5394546345,,,46.653485,5394546326,footway,,,,,5394546345,
5394546345,5394546338,,,9.47981,5394546345,footway,,,,,5394546338,
5394546338,5394546299,,,9.175745,5394546338,footway,,,,,5394546299,
5394546299,5394546333,,,49.74671,5394546299,footway,,,,,5394546333,
5394546368,5397144712,,,12.901425,5394546368,footway,,,,,5397144712,
5397144712,5397144693,,,16.273519,5397144712,footway,,,,,5397144693,
5397144693,5394546310,,,12.53304,5397144693,footway,,,,,5394546310,
5394546325,5394546330,,,41.100791,5394546325,footway,,,,,5394546330,
5394546330,5394546367,,,12.282631,5394546330,footway,,,,,5394546367,
5394546367,5394546314,,,38.151601,5394546367,footway,,,,,5394546314,
5394546314,5394546346,,,27.7023,5394546314,footway,,,,,5394546346,
5394546346,5394546327,,,29.224498,5394546346,footway,,,,,5394546327,
5394546327,5394546320,,,112.008712,5394546327,footway,,,,,5394546320,
5394546320,5394546321,,,29.108663,5394546320,footway,,,,,5394546321,
5394546321,5394546310,,,5.631305,5394546321,footway,,,,,5394546310,
5394546310,5394546316,,,64.87329,5394546310,footway,,,,,5394546316,
5394546316,5394546353,,,4.811032,5394546316,footway,,,,,5394546353,
5394546353,5394546354,,,19.675118,5394546353,footway,,,,,5394546354,
5394546328,5394546341,,,9.025339,5394546328,footway,,,,,5394546341,
5394546341,5394546342,,,8.935598,5394546341,footway,,,,,5394546342,
5394546355,5394546324,,,8.773253,5394546355,footway,,,,,5394546324,
5394546324,5394546301,,,9.588619,5394546324,footway,,,,,5394546301,
5394546367,5397149029,,,23.952686,5394546367,footway,,,,,5397149029,
5397149029,5397144694,,,6.411163,5397149029,footway,,,,,5397144694,
5397144694,5394546347,,,16.831528,5397144694,footway,,,,,5394546347,
5394546366,5397144696,,,35.483036,5394546366,footway,,,,,5397144696,
5397144696,5394546314,,,17.483097,5397144696,footway,,,,,5394546314,
5394546311,5394552716,,,778.223889,5394546311,footway,,,,,5394552716,
5396346501,5545781679,,,8.849704,5396346501,footway,,,,,5545781679,
5545781679,5396346492,,,9.471639,5545781679,footway,,,,,5396346492,
5396346492,5396346503,,,192.371029,5396346492,footway,,,,,5396346503,
5396346503,5396346513,,,66.38517,5396346503,footway,,,,,5396346513,
5396346513,5396346498,,,126.740695,5396346513,footway,,,,,5396346498,
5396346498,5396349325,,,8.360305,5396346498,footway,,,,,5396349325,
5396349325,5396346508,,,8.559477,5396349325,footway,,,,,5396346508,
5396346508,5396346519,,,45.865734,5396346508,footway,,,,,5396346519,
5396346519,5396349322,,,79.688872,5396346519,footway,,,,,5396349322,
5396349322,5396346510,,,6.394693,5396349322,footway,,,,,5396346510,
5396346510,5396349324,,,39.968751,5396346510,footway,,,,,5396349324,
5396349324,5396346509,,,87.70921,5396349324,footway,,,,,5396346509,
5396346509,5396346511,,,124.501223,5396346509,footway,,,,,5396346511,
5396346511,5396346505,,,9.687407,5396346511,footway,,,,,5396346505,
5396346505,5396346496,,,9.322541,5396346505,footway,,,,,5396346496,
5396346496,5396346504,,,181.348527,5396346496,footway,,,,,5396346504,
5396346504,5396370403,,,3.956261,5396346504,footway,,,,,5396370403,
5396370403,5396349321,,,98.449833,5396370403,footway,,,,,5396349321,
5396349321,5396349326,,,12.424534,5396349321,footway,,,,,5396349326,
5396349326,5396346499,,,83.943763,5396349326,footway,,,,,5396346499,
5396346499,5396346495,,,12.81538,5396346499,footway,,,,,5396346495,
5396346495,5396349323,,,11.809898,5396346495,footway,,,,,5396349323,
5396346515,5396346512,,,11.809589,5396346515,footway,,,,,5396346512,
5396346512,5396346500,,,12.846245,5396346512,footway,,,,,5396346500,
5396349321,5690421730,,,9.333357,5396349321,footway,,,,,5690421730,
5690421730,5396346502,,,3.982453,5690421730,footway,,,,,5396346502,
5396370406,5396370405,,,9.704157,5396370406,footway,,,,,5396370405,
5396370405,5396370401,,,9.646111,5396370405,footway,,,,,5396370401,
5396370404,5396370398,,,8.667148,5396370404,footway,,,,,5396370398,
5396370398,5396370400,,,8.608964,5396370398,footway,,,,,5396370400,
5396370399,5396370407,,,9.305188,5396370399,footway,,,,,5396370407,
5396370407,5396370402,,,9.620165,5396370407,footway,,,,,5396370402,
5397144698,5397149029,,,37.862834,5397144698,footway,,,,,5397149029,
5397144717,5397144688,,,2.226071,5397144717,footway,,,,,5397144688,
5397144688,5397149025,,,6.67885,5397144688,footway,,,,,5397149025,
5397149025,5397144697,,,10.686426,5397149025,footway,,,,,5397144697,
5397144697,5397149045,,,22.908874,5397144697,footway,,,,,5397149045,
5397144690,5397149028,,,12.751662,5397144690,footway,,,,,5397149028,
5397144682,5397144687,,,12.124989,5397144682,footway,,,,,5397144687,
5397144719,5397149027,,,10.344303,5397144719,footway,,,,,5397149027,
5397144683,5397144714,,,6.411444,5397144683,footway,,,,,5397144714,
5397144714,5397149036,,,26.525269,5397144714,footway,,,,,5397149036,
5397144694,5397149032,,,21.032556,5397144694,footway,,,,,5397149032,
5397144718,5397149044,,,0.892705,5397144718,footway,,,,,5397149044,
5397149044,5397144719,,,4.672239,5397149044,footway,,,,,5397144719,
5397144716,5397149021,,,11.945546,5397144716,footway,,,,,5397149021,
5397149021,5397149043,,,5.784394,5397149021,footway,,,,,5397149043,
4047380775,4047380992,,,64.308021,4047380775,footway,,,,,4047380992,
4047380992,5396370403,,,13.531742,4047380992,footway,,,,,5396370403,
5394546359,5394546352,,,11.674435,5394546359,footway,,,,,5394546352,
5394546352,5397144691,,,13.881256,5394546352,footway,,,,,5397144691,
5397149038,5397144701,,,15.608243,5397149038,footway,,,,,5397144701,
5397144705,5397144696,,,18.524083,5397144705,footway,,,,,5397144696,
5397149040,5397144698,,,4.900276,5397149040,footway,,,,,5397144698,
5397144708,5397144718,,,5.120146,5397144708,footway,,,,,5397144718,
5397144687,5397144683,,,9.454232,5397144687,footway,,,,,5397144683,
5397144683,5397149023,,,7.340933,5397144683,footway,,,,,5397149023,
5397144706,5397149040,,,23.454768,5397144706,footway,,,,,5397149040,
5397144689,5397144690,,,8.249478,5397144689,footway,,,,,5397144690,
5397149039,5397144704,,,11.901836,5397149039,footway,,,,,5397144704,
5397144704,5397144685,,,16.01575,5397144704,footway,,,,,5397144685,
5397144685,5397149026,,,10.342644,5397144685,footway,,,,,5397149026,
5397149045,5397149035,,,6.210768,5397149045,footway,,,,,5397149035,
5397144716,5397149039,,,5.207656,5397144716,footway,,,,,5397149039,
5397149032,5397149038,,,5.72036,5397149032,footway,,,,,5397149038,
5397149027,5397149021,,,11.914436,5397149027,footway,,,,,5397149021,
5397149042,5397144692,,,16.391481,5397149042,footway,,,,,5397144692,
5397149028,5397144682,,,1.999293,5397149028,footway,,,,,5397144682,
5397149023,5397144688,,,28.230485,5397149023,footway,,,,,5397144688,
5397144704,5397144720,,,10.366287,5397144704,footway,,,,,5397144720,
5397144720,5397144709,,,12.334992,5397144720,footway,,,,,5397144709,
5397144712,5397144715,,,21.671144,5397144712,footway,,,,,5397144715,
5397149024,5397144702,,,22.632797,5397149024,footway,,,,,5397144702,
5397144702,5397149044,,,5.166812,5397144702,footway,,,,,5397149044,
5397144711,5397149035,,,2.291176,5397144711,footway,,,,,5397149035,
5397149035,5397144700,,,5.698284,5397149035,footway,,,,,5397144700,
5397149033,5397144686,,,9.933853,5397149033,footway,,,,,5397144686,
5397149025,5397144689,,,4.359734,5397149025,footway,,,,,5397144689,
5397149022,1587883269,,,15.206618,5397149022,footway,,,,,1587883269,
5397149031,5397144717,,,11.015946,5397149031,footway,,,,,5397144717,
5397144711,5397144685,,,6.228941,5397144711,footway,,,,,5397144685,
5397149026,5397149031,,,7.015102,5397149026,footway,,,,,5397149031,
5397144700,5397144695,,,4.340115,5397144700,footway,,,,,5397144695,
5397149043,5397144708,,,6.173731,5397149043,footway,,,,,5397144708,
5397149034,5397149033,,,19.290691,5397149034,footway,,,,,5397149033,
5397144686,5397144693,,,28.04029,5397144686,footway,,,,,5397144693,
5397144696,5397144706,,,12.931963,5397144696,footway,,,,,5397144706,
5397144695,5397144720,,,8.227081,5397144695,footway,,,,,5397144720,
1551736796,5425489950,,,9.592947,1551736796,path,,,,,5425489950,
1551736604,261140616,,,16.72632,1551736604,footway,,,,,261140616,
1183597462,1396156672,,,52.065652,1183597462,footway,,,,,1396156672,
5425489952,5425489953,,,22.606078,5425489952,path,,,,,5425489953,
5495274508,5495274511,,,39.742907,5495274508,service,,,,parking_aisle,5495274511,
5495274511,5495274508,,,39.742907,5495274511,service,,,,parking_aisle,5495274508,
5495274512,5495274511,,,11.800531,5495274512,service,,,,parking_aisle,5495274511,
5518683523,1551736597,,,1.320826,5518683523,footway,,,,,1551736597,
1551736597,5518683523,,,1.320826,1551736597,footway,,,,,5518683523,
5545781680,3259301890,,,11.308287,5545781680,residential,,South University Avenue,yes,,3259301890,
3259301888,5545781680,,,14.497677,3259301888,residential,,South University Avenue,yes,,5545781680,
5622914297,5622914302,,,11.160923,5622914297,path,,,,,5622914302,
5622914302,5622914299,,,11.867841,5622914302,path,,,,,5622914299,
5622914300,5622914301,,,11.719843,5622914300,path,,,,,5622914301,
5622914301,5622914298,,,12.936872,5622914301,path,,,,,5622914298,
1889253114,1889253112,,,19.126646,1889253114,service,,,,alley,1889253112,
1889253113,261348866,,,64.674235,1889253113,service,,,,alley,261348866,
1889253112,2269168235,,,36.474045,1889253112,service,,,,alley,2269168235,
2269168235,1889253054,,,8.609587,2269168235,service,,,,alley,1889253054,
5827159295,4332972930,,,108.094658,5827159295,secondary,2,South Cottage Grove Avenue,,,4332972930,
5827159301,5827159300,,,27.2466,5827159301,secondary,3,South Cottage Grove Avenue,,,5827159300,
5827159299,4332972934,,,64.873683,5827159299,secondary,3,South Cottage Grove Avenue,,,4332972934,
5827159300,386571518,,,13.094925,5827159300,secondary,3,South Cottage Grove Avenue,,,386571518,
386571518,5827159299,,,35.19025,386571518,secondary,3,South Cottage Grove Avenue,,,5827159299,
4332972942,5827159304,,,29.601488,4332972942,secondary,3,South Cottage Grove Avenue,,,5827159304,
5827159307,386571501,,,26.09738,5827159307,secondary,3,South Cottage Grove Avenue,,,386571501,
386571501,4332972944,,,5.752555,386571501,secondary,3,South Cottage Grove Avenue,,,4332972944,
5827182220,4332957188,,,14.237579,5827182220,secondary,5,South Cottage Grove Avenue,no,,4332957188,
5827182224,4332972929,,,31.68271,5827182224,secondary,3,South Cottage Grove Avenue,no,,4332972929,
261207133,5827182221,,,34.577943,261207133,secondary,2,East Midway Plaisance,yes,,5827182221,
5545781680,5885767568,,,136.847234,5545781680,secondary,,East 55th Street,,,5885767568,
5885767568,3259360444,,,131.173798,5885767568,secondary,,East 55th Street,,,3259360444,
5072693316,5885767568,,,64.068067,5072693316,residential,,South Greenwood Avenue,no,,5885767568,
